Bus_Number;Bus_Type;PD_MW;QD_MVar;GS_MW;BS_MVar;BusArea;Vm;Va;BaseKV;LossZone;Vmax;Vmin;LAM_P;LAM_Q;MU_VMAX;MU_VMIN;Bus_Name;gis_x;gis_y
851;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01040H1;6.753.529.615.446.120;22.871.838.614.950.900
852;1;0.03315;0.013102;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01014N-1;674.668.205.545.284;22.978.099.581.288.900
853;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01014H;674.668.205.545.284;22.978.099.581.288.900
854;1;0.028415;0.01123;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01005N-1;6.752.172.603.076.990;2.302.733.156.979.380
855;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01005H;6.752.172.603.076.990;2.302.733.156.979.380
856;1;0.175224;0.069253;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00222N-2;6.821.639.759.775.640;22.761.511.126.665.300
857;1;0.17319400000000001;0.068451;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00222N-1;6.821.639.759.775.640;22.761.511.126.665.300
858;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09092H-1;6.814.751.880.217.410;22.539.870.198.638.700
859;1;0.0;0.0;0.0;0.0;3;1;0;8.0;1;1.5;0.5;0;0;0;0;03003H-8.2;6.807.163.110.839.380;22.744.140.581.219.200
860;1;0.0;0.0;0.0;0.0;3;1;0;8.0;1;1.5;0.5;0;0;0;0;03003H-8.1;6.807.163.110.839.380;22.744.140.581.219.200
861;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;00010.41;6.807.163.110.839.380;22.744.140.581.219.200
862;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2035;6.821.606.188.483.870;2.256.449.505.951.850
863;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09036H;6.822.121.875.042.230;2.250.649.593.497.800
864;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2027;6.820.326.258.456.760;2.255.505.807.324.170
865;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;09096H-42;6.815.002.073.042.530;225.699.652.947.263
866;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;09096H-4;6.815.002.073.042.530;225.699.652.947.263
867;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;09096H-92;6.815.002.073.042.530;225.699.652.947.263
868;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;09096H-9;6.815.002.073.042.530;225.699.652.947.263
869;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00303H-1;6.826.690.764.459.780;22.621.343.675.005.800
870;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00303H;6.826.690.764.459.780;22.621.343.675.005.800
871;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00410H-1;6.814.760.860.728.190;22.715.094.400.637.200
872;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00410H;6.814.760.860.728.190;22.715.094.400.637.200
873;1;0.032474;0.012834;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00400N;6.816.922.096.233.210;2.267.242.598.161.880
874;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00400H;6.816.922.096.233.210;2.267.242.598.161.880
875;1;0.20837399999999998;0.082355;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00300N-2;6.820.786.232.809.670;22.660.447.809.268.700
876;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00300H;6.820.786.232.809.670;22.660.447.809.268.700
877;1;0.199579;0.07887899999999999;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00370N;6.818.738.970.698.860;2.267.729.883.479.470
878;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00370H;6.818.738.970.698.860;2.267.729.883.479.470
879;1;0.008795;0.003476;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00291N;6.808.547.160.728.160;22.704.535.572.609.300
880;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;00291H;6.808.547.160.728.160;22.704.535.572.609.300
881;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00380H;681.672.453.000.214;22.684.972.325.830.700
882;1;0.612945;0.24225100000000002;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00410N;6.814.760.860.728.190;22.715.094.400.637.200
883;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;04011H;6.763.858.215.891.060;22.782.292.576.726.100
884;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;04007H;6.807.163.110.839.380;22.744.140.581.219.200
885;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;04008H;6.763.858.215.891.060;22.782.292.576.726.100
886;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;04020H;6.786.569.817.997.360;2.268.987.266.117.180
887;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;04006H;6.776.612.974.530.900;2.295.220.415.334.030
888;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;04010H;6.776.612.974.530.900;2.295.220.415.334.030
889;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K682;6.776.612.974.530.900;2.295.220.415.334.030
890;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K680;6.776.612.974.530.900;2.295.220.415.334.030
891;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K677;6.776.612.974.530.900;2.295.220.415.334.030
892;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00430H-30;6.844.677.023.535.590;22.607.021.812.731.500
893;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00430H-40;6.844.677.023.535.590;22.607.021.812.731.500
894;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00430H-90;6.844.677.023.535.590;22.607.021.812.731.500
895;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K104;6.807.163.110.839.380;22.744.140.581.219.200
896;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K97;6.807.163.110.839.380;22.744.140.581.219.200
897;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K90;6.807.163.110.839.380;22.744.140.581.219.200
898;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K75;6.807.163.110.839.380;22.744.140.581.219.200
899;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K74;6.807.163.110.839.380;22.744.140.581.219.200
900;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-170;6.826.690.764.459.780;22.621.343.675.005.800
901;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00245H;6.823.375.482.010.910;22.608.427.690.667.800
902;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K227;6.813.466.850.221.300;22.926.756.264.190.000
903;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;01056.H50;6.810.827.044.598.940;22.535.328.352.873.000
904;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00010H3.T3;6.807.163.110.839.380;22.744.140.581.219.200
905;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;01068H1.T2;6.769.366.362.863.460;22.774.308.882.629.100
906;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H3.T1;6.821.517.404.571.390;22.538.227.946.550.500
907;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1064;6.829.204.451.473.200;2.279.985.782.755.500
908;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1065;6.821.639.759.775.640;22.761.511.126.665.300
909;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00391H-1;6.817.336.393.125.310;22.688.711.361.990.100
910;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;08006H;68.218.573.669.626;22.596.233.295.876.500
911;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00450H;6.824.463.567.253.350;22.612.909.743.952.700
912;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05011H;6.827.824.074.216.220;22.563.471.835.272.600
913;1;0.11162899999999999;0.044119;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09022N-1;68.218.573.669.626;22.596.233.295.876.500
914;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2553;6.763.679.429.139.450;22.574.482.168.407.700
915;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2552;6.821.828.416.490.790;22.800.695.576.878.300
916;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2551;6.807.163.110.839.380;22.744.140.581.219.200
917;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00170H-2;6.821.828.416.490.790;22.800.695.576.878.300
918;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1527;6.825.387.719.105.800;2.273.152.654.186.790
919;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1528;6.775.704.951.783.190;22.620.070.765.195.400
920;1;0.0308219;0.0121811;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00135N;6.824.055.059.762.140;2.290.653.461.306.650
921;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;09096H-8;6.815.002.073.042.530;225.699.652.947.263
922;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K150;682.159.244.827.738;2.261.584.046.656.350
923;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;N..1785281;6.845.817.387.715.160;22.416.079.088.811.500
924;1;0.0;0.0;0.0;0.0;3;1;0;0.42;1;1.5;0.5;0;0;0;0;00098N-3;6.845.817.387.715.160;22.416.079.088.811.500
925;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-61;6.821.517.404.571.390;22.538.227.946.550.500
926;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09101N-2;6.791.639.773.861.910;22.583.165.306.131.900
927;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09101H-2;6.791.639.773.861.910;22.583.165.306.131.900
928;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09069H;6.809.157.388.437.260;2.261.761.022.538.510
929;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01024H;6.759.401.370.109.130;22.729.232.007.259.100
930;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K555;6.774.874.396.202.880;22.679.963.823.891.800
931;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;01057H-30;6.774.874.396.202.880;22.679.963.823.891.800
932;1;0.324;0.128053;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01059H-1;677.754.617.674.861;2.294.890.591.308.770
933;1;0.22325799999999998;0.088237;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;08004N;68.242.769.049.509;22.461.044.524.586.300
934;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;08004H;68.242.769.049.509;22.461.044.524.586.300
935;1;0.172517;0.06818300000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;08002N-2;68.242.769.049.509;22.461.044.524.586.300
936;1;0.172517;0.06818300000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;08002N-1;68.242.769.049.509;22.461.044.524.586.300
937;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;08002H;68.242.769.049.509;22.461.044.524.586.300
938;1;0.03518;0.013904;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;08001N;6.807.163.110.839.380;22.744.140.581.219.200
939;1;0.191461;0.07567;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;08020N;6.800.342.347.333.650;22.681.722.842.643.400
940;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;08020H;6.800.342.347.333.650;22.681.722.842.643.400
941;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;09077H-4;6.800.342.347.333.650;22.681.722.842.643.400
942;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01039H-2;6.780.381.463.161.230;22.614.272.478.894.300
943;1;0.046005000000000004;0.018182;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01046N;6.758.356.210.857.180;22.791.338.556.620.100
944;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01046H;6.758.356.210.857.180;22.791.338.556.620.100
945;1;0.027062;0.010695;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01043N;6.759.472.263.082.080;2.282.258.845.142.420
946;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01043H;6.759.472.263.082.080;2.282.258.845.142.420
947;1;0.029768;0.011765000000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01023N;6.756.321.659.623.120;22.781.243.100.922.100
948;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01023H;6.756.321.659.623.120;22.781.243.100.922.100
949;1;0.173871;0.068718;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01048N;675.142.691.349.032;22.807.420.051.697.700
950;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01048H;675.142.691.349.032;22.807.420.051.697.700
951;1;0.240171;0.094922;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01020N-2;675.259.601.213.398;22.838.059.347.691.800
952;1;0.22664099999999998;0.089574;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01020N-1;675.259.601.213.398;22.838.059.347.691.800
953;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01020H;675.259.601.213.398;22.838.059.347.691.800
954;1;0.42283699999999996;0.16711600000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01047N-2;6.749.591.930.497.150;2.285.307.474.584.560
955;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01047H;6.749.591.930.497.150;2.285.307.474.584.560
956;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09059H;683.136.204.721.827;22.195.518.922.372.400
957;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2044;6.833.392.777.480.220;22.286.757.355.956.300
958;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2010;6.852.307.486.711.940;22.310.685.273.635.300
959;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2041;6.852.307.486.711.940;22.310.685.273.635.300
960;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2039;68.323.657.254.209;22.774.701.154.243.000
961;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2021;68.323.657.254.209;22.774.701.154.243.000
962;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2032;68.242.769.049.509;22.461.044.524.586.300
963;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00100H-2A;68.323.657.254.209;22.774.701.154.243.000
964;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00100H-1A;68.323.657.254.209;22.774.701.154.243.000
965;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00100H-18;68.323.657.254.209;22.774.701.154.243.000
966;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00100H-17;68.323.657.254.209;22.774.701.154.243.000
967;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00100H-2B;68.323.657.254.209;22.774.701.154.243.000
968;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00100H-1B;68.323.657.254.209;22.774.701.154.243.000
969;1;0.305796;0.120858;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00303N-2;6.826.690.764.459.780;22.621.343.675.005.800
970;1;0.30444299999999996;0.120323;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00303N-1;6.826.690.764.459.780;22.621.343.675.005.800
971;1;0.004059;0.001604;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;03014N;6.842.461.708.986.590;22.549.926.806.368.800
972;1;0.006765;0.0026739999999999997;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00011N;6.842.461.708.986.590;22.549.926.806.368.800
973;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;04001H;6.834.461.300.076.610;22.558.415.544.067.600
974;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K695;6.834.461.300.076.610;22.558.415.544.067.600
975;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K692;6.834.461.300.076.610;22.558.415.544.067.600
976;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K691;6.787.446.720.321.810;22.680.365.514.029.100
977;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K690;6.787.446.720.321.810;22.680.365.514.029.100
978;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;04018H;6.844.677.023.535.590;22.607.021.812.731.500
979;1;0.12426;0.491108;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;04099H;6.763.858.215.891.060;22.782.292.576.726.100
980;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;03099H-4;6.845.817.387.715.160;22.416.079.088.811.500
981;1;0.09;0.03557;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;03099H;6.845.817.387.715.160;22.416.079.088.811.500
982;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K672;6.807.163.110.839.380;22.744.140.581.219.200
983;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;04005H;6.807.163.110.839.380;22.744.140.581.219.200
984;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;00010H-1B.1;6.807.163.110.839.380;22.744.140.581.219.200
985;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00010H-2B.1;6.807.163.110.839.380;22.744.140.581.219.200
986;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K140;6.807.163.110.839.380;22.744.140.581.219.200
987;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K138;6.807.163.110.839.380;22.744.140.581.219.200
988;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K137;6.807.163.110.839.380;22.744.140.581.219.200
989;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K135;6.807.163.110.839.380;22.744.140.581.219.200
990;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K128;6.769.366.362.863.460;22.774.308.882.629.100
991;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K134;6.769.366.362.863.460;22.774.308.882.629.100
992;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K131;6.807.163.110.839.380;22.744.140.581.219.200
993;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K130;6.807.163.110.839.380;22.744.140.581.219.200
994;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K127;6.769.366.362.863.460;22.774.308.882.629.100
995;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K122;6.769.366.362.863.460;22.774.308.882.629.100
996;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K121;6.769.366.362.863.460;22.774.308.882.629.100
997;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K115;6.815.286.533.974.960;2.254.912.659.730.610
998;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K110;6.807.163.110.839.380;22.744.140.581.219.200
999;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K21;6.807.163.110.839.380;22.744.140.581.219.200
1000;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-40;681.400.787.243.247;22.551.204.028.727.100
1001;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-361;677.175.872.975.912;22.646.287.226.380.300
1002;1;0.0;0.0;0.0;0.0;3;1;0;0.32;1;1.5;0.5;0;0;0;0;00255.20H;6.813.466.850.221.300;22.926.756.264.190.000
1003;1;0.139427;0.0551049;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01010N;6.769.825.933.493.860;22.665.468.193.239.300
1004;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;01065.H60;6.786.569.817.997.360;2.268.987.266.117.180
1005;1;0.178606;0.07059;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;08006N;6.824.463.567.253.350;22.612.909.743.952.700
1006;1;0.112982;0.044653;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09022N-2;68.218.573.669.626;22.596.233.295.876.500
1007;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2550;6.820.587.285.962.730;22.713.190.912.799.500
1008;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2554;6.763.858.215.891.060;22.782.292.576.726.100
1009;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01064H;6.763.858.215.891.060;22.782.292.576.726.100
1010;1;0.0;0.0;0.0;0.0;3;1;0;0.42;1;1.5;0.5;0;0;0;0;00098N-8;6.845.817.387.715.160;22.416.079.088.811.500
1011;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05039H-1;6.768.530.781.651.170;22.844.223.077.540.400
1012;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1083;6.815.890.475.827.080;22.346.713.198.134.300
1013;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1084;6.815.890.475.827.080;22.346.713.198.134.300
1014;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09104H;6.810.827.044.598.940;22.535.328.352.873.000
1015;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;k151;682.159.244.827.738;2.261.584.046.656.350
1016;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;N..1785038;6.817.819.408.445.330;2.253.642.843.707.560
1017;1;0.0;0.0;0.0;0.0;3;1;0;0.42;1;1.5;0.5;0;0;0;0;00098N-4;6.845.817.387.715.160;22.416.079.088.811.500
1018;1;0.081184;0.032086;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07028N;6.821.133.806.609.240;22.837.061.628.296.700
1019;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K629;6.807.163.110.839.380;22.744.140.581.219.200
1020;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;08001H;6.807.163.110.839.380;22.744.140.581.219.200
1021;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;08012H;6.800.342.347.333.650;22.681.722.842.643.400
1022;1;0.11433499999999999;0.045188;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;08013N;6.812.561.257.818.070;22.842.156.606.169.200
1023;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;08013H;6.812.561.257.818.070;22.842.156.606.169.200
1024;1;0.155604;0.061499;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;08019N;6.787.446.720.321.810;22.680.365.514.029.100
1025;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;08019H;6.787.446.720.321.810;22.680.365.514.029.100
1026;1;0.05209400000000001;0.020589;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;08009N;6.824.463.567.253.350;22.612.909.743.952.700
1027;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;08009H;6.824.463.567.253.350;22.612.909.743.952.700
1028;1;0.03315;0.013102;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;08008N;6.820.786.232.809.670;22.660.447.809.268.700
1029;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;08008H;6.820.786.232.809.670;22.660.447.809.268.700
