Bus_Number;Bus_Type;PD_MW;QD_MVar;GS_MW;BS_MVar;BusArea;Vm;Va;BaseKV;LossZone;Vmax;Vmin;LAM_P;LAM_Q;MU_VMAX;MU_VMIN;Bus_Name;gis_x;gis_y
1;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-80;6.759.401.370.109.130;22.729.232.007.259.100
2;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00158H;6.823.253.047.964.400;2.283.683.994.133.490
3;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00255H-1;6.813.466.850.221.300;22.926.756.264.190.000
4;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;09096H-2;6.815.002.073.042.530;225.699.652.947.263
5;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00120H-3;6.834.252.023.139.370;22.805.758.373.540.200
6;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K2546;6.827.627.275.550.190;22.855.097.850.348.900
7;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;K3999;6.770.845.129.858.920;22.726.505.416.063.200
8;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;K7009;6.769.366.362.863.460;22.774.308.882.629.100
9;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;K7008;6.769.366.362.863.460;22.774.308.882.629.100
10;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01068H.181;6.769.366.362.863.460;22.774.308.882.629.100
11;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01068H.91;6.769.366.362.863.460;22.774.308.882.629.100
12;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;09077.2H;6.800.342.347.333.650;22.681.722.842.643.400
13;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;N1801465;6.820.364.719.221.150;22.730.466.898.823.300
14;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00280H1;6.820.364.719.221.150;22.730.466.898.823.300
15;1;0.613;0.242273;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00098H-1;6.845.817.387.715.160;22.416.079.088.811.500
16;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H-271;677.175.872.975.912;22.646.287.226.380.300
17;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K320;6.821.133.806.609.240;22.837.061.628.296.700
18;1;-0.07400000000000001;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00150N-2;6.821.133.806.609.240;22.837.061.628.296.700
19;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05038H;6.812.999.868.834.050;2.259.581.205.702.630
20;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05016H-10;6.807.163.110.839.380;22.744.140.581.219.200
21;1;0.0;0.0;0.00104473;0.277016;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05016H-8;6.832.335.457.995.980;22.784.675.658.379.400
22;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00102N-3;6.832.335.457.995.980;22.784.675.658.379.400
23;1;0.1759;0.06952;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00102N-2;6.832.335.457.995.980;22.784.675.658.379.400
24;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00103N-3;6.829.992.285.552.390;2.277.513.876.308.590
25;1;0.280087;0.110698;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00103N-2;6.829.992.285.552.390;2.277.513.876.308.590
26;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00103N-1;6.829.992.285.552.390;2.277.513.876.308.590
27;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1526;6.825.387.719.105.800;2.273.152.654.186.790
28;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00300H-4;6.820.786.232.809.670;22.660.447.809.268.700
29;1;0.20296199999999998;0.080216;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00300N-3;6.820.786.232.809.670;22.660.447.809.268.700
30;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00224H-1;6.825.387.719.105.800;2.273.152.654.186.790
31;1;0.248966;0.098398;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00224N-1;6.825.387.719.105.800;2.273.152.654.186.790
32;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00224N-2;6.825.387.719.105.800;2.273.152.654.186.790
33;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3579;6.757.284.176.150.240;22.840.461.352.325.900
34;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3578;674.668.205.545.284;22.978.099.581.288.900
35;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3576;6.757.284.176.150.240;22.840.461.352.325.900
36;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3571;6.755.389.432.546.730;22.889.796.907.044.300
37;1;0.241524;0.095457;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09026N;6.818.362.373.513.720;22.362.603.757.241.200
38;1;0.134631;0.05321;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09035N-1;6.821.045.450.197.080;2.238.044.686.994.550
39;1;0.002706;0.00107;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09060N-1;6.823.303.611.143.410;22.370.158.848.869.400
40;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09060H;6.823.303.611.143.410;22.370.158.848.869.400
41;1;0.279411;0.11043;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09038N-1;6.816.030.412.809.010;223.852.890.432.138
42;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09038H;6.816.030.412.809.010;223.852.890.432.138
43;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2730;6.773.331.060.386.220;2.268.458.076.254.610
44;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09009N-2;6.819.465.875.866.970;22.427.253.175.937.200
45;1;0.133955;0.052941999999999996;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09009N-1;6.819.465.875.866.970;22.427.253.175.937.200
46;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09009H-3;6.819.465.875.866.970;22.427.253.175.937.200
47;1;0.253702;0.10027;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09031N;6.819.760.082.305.500;2.240.054.628.175.030
48;1;2.952;11.667.100.000.000.000;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;09096H-91;6.815.002.073.042.530;225.699.652.947.263
49;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;09096H-5;6.815.002.073.042.530;225.699.652.947.263
50;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09044N-2;6.823.136.439.110.660;2.243.050.997.618.850
51;1;0.10418699999999999;0.041177;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09044N-1;6.823.136.439.110.660;2.243.050.997.618.850
52;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09044H-3;6.823.136.439.110.660;2.243.050.997.618.850
53;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09044H;6.823.136.439.110.660;2.243.050.997.618.850
54;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09057H-1;68.242.769.049.509;22.461.044.524.586.300
55;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09057H;68.242.769.049.509;22.461.044.524.586.300
56;1;0.260468;0.102943;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09036N-2;6.822.121.875.042.230;2.250.649.593.497.800
57;1;0.25505500000000003;0.10080399999999999;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09036N-1;6.822.121.875.042.230;2.250.649.593.497.800
58;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09036H-3;6.822.121.875.042.230;2.250.649.593.497.800
59;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09079N-2;6.818.994.239.464.830;22.520.920.960.494.500
60;1;0.487784;0.19278499999999998;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00170N-5;6.821.828.416.490.790;22.800.695.576.878.300
61;1;0.20701999999999998;0.08182;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00160N-3;6.816.126.917.921.990;22.839.808.243.610.700
62;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00170H;6.821.828.416.490.790;22.800.695.576.878.300
63;1;0.039916;0.015776;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00161N;680.959.736.204.803;22.806.531.967.285.700
64;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00161H;680.959.736.204.803;22.806.531.967.285.700
65;1;0.009472;0.003743;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00162N;6.805.275.535.125.170;22.871.402.503.276.900
66;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00160H;6.816.126.917.921.990;22.839.808.243.610.700
67;1;0.138014;0.054547000000000005;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00157N-2;6.815.724.358.320.210;22.870.125.943.361.000
68;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00157H;6.815.724.358.320.210;22.870.125.943.361.000
69;1;0.189431;0.07486799999999999;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00154N;68.114.277.096.159;2.290.460.864.767.130
70;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00154H;68.114.277.096.159;2.290.460.864.767.130
71;1;0.075772;0.029947;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00153N-1;6.813.556.931.151.820;22.927.133.690.929.400
72;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00153H;6.813.556.931.151.820;22.927.133.690.929.400
73;1;0.252349;0.099735;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00152N;682.039.641.814.842;22.887.632.190.388.000
74;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07017N-1;6.821.133.806.609.240;22.837.061.628.296.700
75;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07014N.2;6.821.133.806.609.240;22.837.061.628.296.700
76;1;0.010148;0.004011;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07047N;6.812.999.868.834.050;2.259.581.205.702.630
77;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K231;6.807.163.110.839.380;22.744.140.581.219.200
78;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;10.241;6.807.163.110.839.380;22.744.140.581.219.200
79;1;0.0548;0.021658;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;05004N;6.820.364.719.221.150;22.730.466.898.823.300
80;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05004H;6.820.364.719.221.150;22.730.466.898.823.300
81;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K32;6.820.364.719.221.150;22.730.466.898.823.300
82;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K30;6.820.364.719.221.150;22.730.466.898.823.300
83;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K28;6.820.364.719.221.150;22.730.466.898.823.300
84;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05005H-1;6.817.122.345.604.610;22.756.072.531.346.000
85;1;0.066977;0.026470999999999998;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;05007N;6.820.364.719.221.150;22.730.466.898.823.300
86;1;0.284823;0.112569;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;05005N-2;6.817.122.345.604.610;22.756.072.531.346.000
87;1;0.311208;0.12299700000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;05005N-1;6.817.122.345.604.610;22.756.072.531.346.000
88;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05007H;6.820.364.719.221.150;22.730.466.898.823.300
89;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K25;6.820.364.719.221.150;22.730.466.898.823.300
90;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K23;6.820.364.719.221.150;22.730.466.898.823.300
91;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05043H-1;6.832.335.457.995.980;22.784.675.658.379.400
92;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;05043N-2;6.832.335.457.995.980;22.784.675.658.379.400
93;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05043H;6.832.335.457.995.980;22.784.675.658.379.400
94;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05002H;6.815.286.533.974.960;2.254.912.659.730.610
95;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09054H;6.815.286.533.974.960;2.254.912.659.730.610
96;1;0.0;0.0;0.0;0.0;3;1;0;16.8;1;1.5;0.5;0;0;0;0;00460H3.T3;677.175.872.975.912;22.646.287.226.380.300
97;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01060H;677.175.872.975.912;22.646.287.226.380.300
98;1;0.0;0.0;0.0;0.0;5;1;0;16.8;1;1.5;0.5;0;0;0;0;K4000;6.770.845.129.858.920;22.726.505.416.063.200
99;1;0.028572900000000005;0.0112924;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01067N;6.770.845.129.858.920;22.726.505.416.063.200
100;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01068H.131;6.769.366.362.863.460;22.774.308.882.629.100
101;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01068H.101;6.769.366.362.863.460;22.774.308.882.629.100
102;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K228;680.959.736.989.053;22.555.114.047.503.800
103;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09097H;680.959.736.989.053;22.555.114.047.503.800
104;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;04008-1H;6.763.858.215.891.060;22.782.292.576.726.100
105;1;0.20535799999999998;0.08116280000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01064N;6.763.858.215.891.060;22.782.292.576.726.100
106;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01063NK;6.757.284.176.150.240;22.840.461.352.325.900
107;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;04013H;6.807.163.110.839.380;22.744.140.581.219.200
108;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K1508;6.820.786.232.809.670;22.660.447.809.268.700
109;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;0930H1;6.792.376.735.399.970;2.261.413.051.273.760
110;1;0.0;0.0;0.0;0.0;3;1;0;8.0;1;1.5;0.5;0;0;0;0;00007H-8.3;6.845.950.472.977.850;2.261.034.494.211.460
111;1;0.0;0.0;0.0;0.0;3;1;0;8.0;1;1.5;0.5;0;0;0;0;00007H-8.2;6.845.950.472.977.850;2.261.034.494.211.460
112;1;0.0;0.0;0.0;0.0;3;1;0;8.0;1;1.5;0.5;0;0;0;0;00007H-8.1;6.845.950.472.977.850;2.261.034.494.211.460
113;1;0.039238999999999996;0.015508000000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00007N;6.845.950.472.977.850;2.261.034.494.211.460
114;1;0.0;0.0;0.0;0.0;3;1;0;8.0;1;1.5;0.5;0;0;0;0;00007H-KT2;6.845.950.472.977.850;2.261.034.494.211.460
115;1;0.0;0.0;0.0;0.0;3;1;0;8.0;1;1.5;0.5;0;0;0;0;00007H-8;6.845.950.472.977.850;2.261.034.494.211.460
116;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00007H-1;6.845.950.472.977.850;2.261.034.494.211.460
117;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00007H;6.845.950.472.977.850;2.261.034.494.211.460
118;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00430H-10;6.844.677.023.535.590;22.607.021.812.731.500
119;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00300H-1;6.820.786.232.809.670;22.660.447.809.268.700
120;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K1551;6.772.519.213.702.750;2.290.695.155.480.420
121;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K1550;6.764.445.833.337.150;22.589.314.872.569.900
122;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;00300H-5;6.820.786.232.809.670;22.660.447.809.268.700
123;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;00300H-8;6.820.786.232.809.670;22.660.447.809.268.700
124;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K2355;6.810.426.031.253.850;22.571.757.559.531.500
125;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;K2354;6.810.426.031.253.850;22.571.757.559.531.500
126;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;07012H;6.815.286.533.974.960;2.254.912.659.730.610
127;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01008.30H;6.762.509.748.147.550;2.275.684.028.992.890
128;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01008H-1;6.762.509.748.147.550;2.275.684.028.992.890
129;1;0.043298;0.017113;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;01024N;6.759.401.370.109.130;22.729.232.007.259.100
130;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3791;6.824.463.567.253.350;22.612.909.743.952.700
131;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3604;675.259.601.213.398;22.838.059.347.691.800
132;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3539;675.259.601.213.398;22.838.059.347.691.800
133;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;01020H-8;675.259.601.213.398;22.838.059.347.691.800
134;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3601;675.142.691.349.032;22.807.420.051.697.700
135;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3533;675.259.601.213.398;22.838.059.347.691.800
136;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3536;6.759.472.263.082.080;2.282.258.845.142.420
137;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3596;6.759.472.263.082.080;2.282.258.845.142.420
138;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3594;6.756.321.659.623.120;22.781.243.100.922.100
139;1;0.0;0.0;0.0;0.0;6;1;0;16.8;1;1.5;0.5;0;0;0;0;K3592;6.756.321.659.623.120;22.781.243.100.922.100
140;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09076H;6.814.126.327.071.480;22.353.943.850.873.500
141;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2347;6.772.059.709.149.700;2.262.295.748.442.970
142;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;K2679;6.816.698.905.010.700;22.523.591.065.579.200
143;1;0.358566;0.141714;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09032N-2;6.817.819.408.445.330;2.253.642.843.707.560
144;1;0.351124;0.138773;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09032N-1;6.817.819.408.445.330;2.253.642.843.707.560
145;1;0.16351;0.06462330000000001;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09081N-2;6.818.992.817.300.330;22.623.603.334.706.200
146;1;0.162369;0.064172;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09081N-1;6.818.992.817.300.330;22.623.603.334.706.200
147;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09081H;6.818.992.817.300.330;22.623.603.334.706.200
148;1;0.21446300000000001;0.084761;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09080N-2;6.820.631.413.609.640;2.264.317.598.749.360
149;1;0.200932;0.079413;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09080N-1;6.820.631.413.609.640;2.264.317.598.749.360
150;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;09080H;6.820.631.413.609.640;2.264.317.598.749.360
151;1;0.409983;0.16203599999999999;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09066N-2;6.817.576.840.544.410;2.250.459.254.976.020
152;1;0.409306;0.161768;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;09066N-1;6.817.576.840.544.410;2.250.459.254.976.020
153;1;0.0;0.0;0.0;0.0;8;1;0;16.8;1;1.5;0.5;0;0;0;0;09066H;6.817.576.840.544.410;2.250.459.254.976.020
154;1;0.005412;0.002139;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00460N-23;6.807.163.110.839.380;22.744.140.581.219.200
155;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00460N-22;6.807.163.110.839.380;22.744.140.581.219.200
156;1;0.005412;0.002139;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00460N;6.791.639.773.861.910;22.583.165.306.131.900
157;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;00460N-100;6.791.639.773.861.910;22.583.165.306.131.900
158;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1041;6.832.023.197.193.330;2.279.790.990.103.950
159;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1038;6.832.023.197.193.330;2.279.790.990.103.950
160;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1036;6.834.252.023.139.370;22.805.758.373.540.200
161;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1028;6.833.861.870.505.620;22.820.775.349.373.700
162;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1008;6.853.081.587.217.370;22.979.663.952.225.000
163;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1007;6.856.213.332.604.870;22.996.239.542.257.200
164;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1004;6.851.432.146.716.040;22.963.802.758.320.600
165;1;0.0;0.0;0.0;0.0;2;1;0;16.8;1;1.5;0.5;0;0;0;0;K1002;6.807.163.110.839.380;22.744.140.581.219.200
166;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;K503;680.959.736.989.053;22.555.114.047.503.800
167;1;0.016913;0.006684999999999999;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;03002N;6.845.817.387.715.160;22.416.079.088.811.500
168;1;0.0;0.0;0.0;0.0;1;1;0;16.8;1;1.5;0.5;0;0;0;0;03003H;6.844.677.023.535.590;22.607.021.812.731.500
169;1;0.002706;0.00107;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;03003N.1;6.844.677.023.535.590;22.607.021.812.731.500
170;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;03017H;680.959.736.989.053;22.555.114.047.503.800
171;1;0.046005000000000004;0.018182;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;03017N;680.959.736.989.053;22.555.114.047.503.800
172;1;0.129219;0.051071;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;05043N-1;6.832.335.457.995.980;22.784.675.658.379.400
173;1;0.11501199999999999;0.045456;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07024N-2;6.816.437.180.689.180;2.242.478.510.831.650
174;1;0.0;0.0;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07035N-2;6.821.133.806.609.240;22.837.061.628.296.700
175;1;0.336916;0.133158;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;07035N-1;6.821.133.806.609.240;22.837.061.628.296.700
176;1;0.181989;0.071927;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;05003N-1;6.827.627.275.550.190;22.855.097.850.348.900
177;1;0.0;0.0;0.0;0.0;4;1;0;16.8;1;1.5;0.5;0;0;0;0;05008H;6.820.364.719.221.150;22.730.466.898.823.300
178;1;0.092686;0.036632;0.0;0.0;7;1;0;0.42;1;1.5;0.5;0;0;0;0;05042N;6.812.999.868.834.050;2.259.581.205.702.630
